batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,50,53.6664,384148.3173,91.208,4894.8016,0.0002,487.0,50.0
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,50,52.6094,391866.1497,136.922,7203.3843,0.0003,2362.0,60.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1,50,56.623,364089.4228,182.367,10326.1705,0.0005,2332.0,61.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,2,50,57.1628,360651.1142,219.307,12536.2116,0.0006,2332.0,61.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,4,50,57.3521,359461.1598,275.135,15779.5629,0.0008,2332.0,61.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,1,50,57.0572,361318.7877,297.053,16949.0163,0.0008,2242.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,2,50,57.1199,360922.0514,316.072,18054.0111,0.0009,2242.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,4,50,57.5309,358343.9289,332.895,19151.7436,0.0009,2242.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,1,50,57.5634,358141.5542,572.447,32951.9916,0.0016,2242.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,2,50,57.5686,358109.4466,569.509,32785.8096,0.0016,2235.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,4,50,57.2066,360375.3677,608.923,34834.4035,0.0017,2235.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,1,50,57.1257,360885.3437,602.807,34435.7971,0.0017,2227.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,2,50,57.1239,360897.1508,601.251,34345.7858,0.0017,2227.0,63.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,4,50,57.1948,360449.4024,601.262,34389.0791,0.0017,2242.0,63.0
