batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,512,0,618,2998.9033,84968.334,420.1118,1259874.7951,0.0049,2419.2
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,1024,0,617,2993.9659,84970.741,419.1693,1254978.5394,0.0049,2418.36
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,2048,0,618,2998.9065,84968.2454,417.5899,1252313.1075,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,4096,0,617,2994.4581,84956.7762,416.1759,1246221.3359,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,8192,0,617,2994.6925,84950.1254,414.7697,1242107.6479,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,16384,0,617,2994.8485,84945.7006,414.4239,1241136.8502,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,32768,0,617,2994.7719,84947.874,413.6894,1238905.3747,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,65536,0,617,2995.3137,84932.5074,411.9206,1233831.2963,0.0048,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,131072,0,617,2995.1849,84936.1605,412.0014,1234020.4296,0.0049,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,262144,0,617,2995.5219,84926.6051,410.4576,1229534.7179,0.0048,2415.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,0,0,377,3001.6868,51785.3687,501.238,1504559.3762,0.0097,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,8,0,376,3002.3326,51636.8977,542.2015,1627869.2192,0.0105,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,16,0,376,3001.562,51650.1544,546.5275,1640436.1623,0.0106,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,32,0,376,3001.6571,51648.5169,548.3466,1645948.486,0.0106,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,64,0,375,2993.7593,51647.045,550.3206,1647527.3293,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,128,0,376,3001.8331,51645.489,551.1959,1654598.0093,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,256,0,375,2995.8331,51611.2937,551.1238,1651074.829,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,512,0,375,2994.8017,51629.069,553.1407,1656546.6,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,1024,0,377,3012.602,51597.7413,552.5389,1664579.7801,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,2048,0,374,2985.0634,51659.3736,555.0567,1656879.5452,0.0107,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,4096,0,374,2985.3338,51654.6954,557.0279,1662914.2935,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,8192,0,375,2993.7952,51646.4253,555.9086,1664276.6248,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,16384,0,375,2995.7916,51612.0094,556.4602,1667038.8755,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,32768,0,376,3002.5625,51632.9431,556.1386,1669840.8134,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,65536,0,374,2988.9284,51592.5733,558.4166,1669067.3137,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,131072,0,376,3003.3984,51618.5732,558.8884,1678564.6192,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,wmma_simple,262144,0,374,2986.0606,51642.1222,560.0658,1672390.3126,0.0108,2422.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,0,2736,3177.91,354981.3988,595.3027,1891818.5503,0.0017,2130.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8,0,2580,3002.5726,354288.6867,600.0054,1801559.8185,0.0017,2130.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16,0,2573,2996.5127,354041.981,600.0888,1798173.7922,0.0017,2128.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32,0,2572,2996.9531,353852.3727,600.0095,1798200.3304,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,64,0,2577,3004.0742,353699.837,600.171,1802958.2071,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,128,0,2571,2998.5143,353530.6299,600.1761,1799636.5666,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,256,0,2572,3001.1273,353360.2103,600.0233,1800746.3913,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,512,0,2568,2997.4482,353243.7004,599.9602,1798349.7774,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,1024,0,2569,2999.7965,353104.6215,599.7682,1799182.7086,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,2048,0,2567,2998.7409,352953.9236,599.6765,1798274.4713,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,4096,0,2571,3004.1522,352867.1554,599.6298,1801379.295,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8192,0,2564,2996.6907,352782.6349,600.0708,1798226.667,0.0017,2119.6667
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16384,0,2564,2998.0694,352620.4036,600.3378,1799854.468,0.0017,2115.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32768,0,2564,2998.5064,352569.0147,601.1432,1802531.6037,0.0017,2115.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,65536,0,2567,3002.3559,352528.9518,599.3907,1799584.1087,0.0017,2115.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,131072,0,2563,2997.2951,352573.9311,600.0037,1798388.0453,0.0017,2115.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,262144,0,2564,2997.6793,352666.2855,600.0302,1798698.0208,0.0017,2116.1667
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,0,0,1373,2985.2767,189634.3662,597.1333,1782608.2522,0.0031,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,8,0,1380,2999.5162,189696.3457,598.5427,1795338.5293,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,16,0,1381,3001.7828,189690.47,596.6413,1790987.7166,0.0031,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,32,0,1380,2999.7038,189684.4811,597.1304,1791214.4618,0.0031,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,64,0,1380,2999.7624,189680.7764,598.9266,1796637.4111,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,128,0,1382,3004.1161,189680.3889,601.0945,1805757.5715,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,256,0,1379,2998.4845,189624.1085,600.5189,1800646.6648,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,512,0,1378,2996.0311,189641.7681,600.6403,1799537.0269,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,1024,0,1379,3001.6199,189426.0319,601.1294,1804361.9548,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,2048,0,1377,3000.4821,189223.0297,600.881,1802932.6949,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,4096,0,1372,2998.4629,188662.9061,600.2216,1799742.2507,0.0032,2310.6087
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,8192,0,1365,2996.6344,187814.8775,599.923,1797749.8728,0.0032,2316.7083
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,16384,0,1364,2996.1706,187706.333,600.1884,1798266.8167,0.0032,2317.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,32768,0,1346,2999.2515,185038.9988,600.1112,1799884.4666,0.0032,2332.6957
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,65536,0,1346,2999.3334,185033.944,599.9623,1799487.1272,0.0032,2332.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,131072,0,1271,2998.8481,174752.0075,580.6819,1741376.8853,0.0033,2347.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,262144,0,953,2997.8033,131075.3022,485.8955,1456619.1129,0.0037,2372.0333
