batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.1121,370752.8643,64.412,71.633,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,1,1,4.3363,95084.3121,135.529,587.6983,0.0014
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8,1,1,4.2835,96257.4497,193.821,830.2284,0.002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16,1,1,4.2839,96247.7883,221.662,949.5801,0.0023
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32,1,1,4.285,96223.3275,412.789,1768.8004,0.0043
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,64,1,1,4.298,95931.6143,429.346,1845.3416,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,128,1,1,4.2951,95997.7275,430.441,1848.7738,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,256,1,1,4.2729,96495.339,430.107,1837.8128,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,512,1,1,4.288,96156.0078,428.769,1838.561,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,1024,1,1,4.3079,95712.7104,428.542,1846.0985,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,2048,1,1,4.2943,96015.3643,428.044,1838.1408,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,4096,1,1,4.3063,95746.2708,427.526,1841.0762,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8192,1,1,4.3351,95110.6325,426.057,1847.0121,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16384,1,1,4.456,92530.5676,424.712,1892.5197,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32768,1,1,4.4901,91828.2568,421.285,1891.6063,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,65536,1,1,4.8761,84558.876,412.7,2012.3632,0.0049
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,131072,1,1,5.1381,80247.4202,405.298,2082.4495,0.0051
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,262144,1,1,5.1283,80399.5166,391.851,2009.5491,0.0049
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,524288,1,1,9.2906,44379.8602,326.463,3033.0469,0.0074
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,0,1,1,3.8754,106394.0813,302.289,1171.4829,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,8,1,1,3.8535,106997.8783,298.717,1151.1075,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,16,1,1,3.8259,107770.6042,301.421,1153.1991,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,32,1,1,3.8319,107602.446,330.35,1265.853,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,64,1,1,3.8694,106558.7856,338.691,1310.5255,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,128,1,1,3.8245,107808.6459,338.833,1295.8753,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,256,1,1,3.8649,106681.198,338.392,1307.8661,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,512,1,1,3.8498,107100.7135,337.731,1300.1985,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,1024,1,1,3.8522,107034.5434,337.896,1301.6379,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,2048,1,1,3.8801,106263.563,337.34,1308.9244,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,4096,1,1,3.9159,105292.6228,337.109,1320.0899,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,8192,1,1,4.0179,102620.7048,336.237,1350.9572,0.0033
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,16384,1,1,4.0033,102995.4538,333.932,1336.8143,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,32768,1,1,4.5473,90672.9763,326.425,1484.3511,0.0036
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,65536,1,1,4.6299,89055.5101,320.886,1485.6656,0.0036
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,131072,1,1,4.6159,89326.0031,308.974,1426.1826,0.0035
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,262144,1,1,8.8078,46812.8762,253.959,2236.8115,0.0054
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,524288,1,1,17.7154,23274.5114,168.416,2983.5538,0.0072
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,0,1,1,8.9332,46155.3804,300.745,2686.6258,0.0065
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,8,1,1,8.9327,46158.274,448.374,4005.1792,0.0097
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,16,1,1,8.9404,46118.468,513.193,4588.143,0.0111
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,32,1,1,8.9431,46104.2352,515.374,4609.0644,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,64,1,1,8.9349,46146.5989,516.285,4612.9729,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,128,1,1,8.9254,46195.9232,515.949,4605.0486,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,256,1,1,8.9199,46224.4075,516.641,4608.3835,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,512,1,1,8.9339,46151.764,516.879,4617.7634,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,1024,1,1,8.9106,46272.3869,516.234,4599.9784,0.0112
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,2048,1,1,8.892,46369.6524,516.057,4588.7556,0.0111
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,4096,1,1,8.8893,46383.2668,516.608,4592.3067,0.0111
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,8192,1,1,8.7942,46885.1646,516.254,4540.0337,0.011
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,16384,1,1,8.2743,49830.8277,517.493,4281.9094,0.0104
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,32768,1,1,8.0935,50944.4802,519.059,4200.9807,0.0102
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,65536,1,1,8.7176,47296.8062,498.175,4342.9138,0.0105
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,131072,1,1,11.6728,35322.7756,424.78,4958.386,0.012
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,262144,1,1,11.9488,34506.9681,384.671,4596.3568,0.0111
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,524288,1,1,22.9598,17958.2384,252.47,5796.6509,0.0141
