batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,50,53.7758,383366.3877,45.751,2460.2977,0.0001,1222.0,44.0
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,50,52.1992,394945.5666,81.924,4276.3673,0.0002,1222.0,38.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,50,53.5486,384993.2214,106.293,5691.84,0.0003,2257.0,47.0
16,256,mlp_up_proj,36,4096,4096,12288,ptx_sm80,0,0,50,93.7948,219797.2916,157.184,14743.0419,0.0007,2257.0,48.0
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,0,50,98.185,209969.4128,331.824,32580.1335,0.0016,2325.0,49.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas,0,0,50,52.9836,389098.4824,370.594,19635.4087,0.001,2392.0,51.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas_bf16,0,0,50,51.994,396504.3923,553.027,28754.077,0.0014,2392.0,51.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,0,50,55.8794,368934.9107,604.215,33763.1415,0.0016,2295.0,52.0
16,256,mlp_down_proj,36,4096,12288,4096,ptx_sm80,0,0,50,98.1357,210074.8066,597.837,58669.1662,0.0028,2242.0,49.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,0,0,50,104.3363,197590.2378,601.0895,62715.4808,0.003,2313.5,50.5
