batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.1865,347496.5863,40.161,47.6524,0.0001
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,1,1.1223,367373.8107,62.834,70.5209,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,1,1,4.4129,93433.5335,203.176,896.6041,0.0022
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8,1,1,4.4934,91761.5308,253.934,1141.0149,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16,1,1,4.3987,93736.0083,438.011,1926.6803,0.0047
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32,1,1,4.4038,93627.454,461.525,2032.4652,0.0049
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,64,1,1,4.4077,93544.6104,428.524,1888.8065,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,128,1,1,4.4122,93448.3568,410.869,1812.8539,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,256,1,1,4.373,94287.1069,411.187,1798.1179,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,512,1,1,4.406,93579.8321,411.664,1813.8097,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,1024,1,1,4.4284,93106.7171,411.716,1823.2567,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,2048,1,1,4.3982,93747.2825,412.063,1812.3248,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,4096,1,1,4.4476,92706.0553,411.143,1828.5881,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8192,1,1,4.4594,92460.5183,409.078,1824.2355,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16384,1,1,4.5213,91193.6696,405.383,1832.8711,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32768,1,1,4.6721,88250.4864,400.464,1871.0159,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,65536,1,1,4.8879,84354.9996,393.264,1922.2261,0.0047
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,131072,1,1,5.1522,80027.6039,384.735,1982.2251,0.0048
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,262144,1,1,5.0625,81445.8693,373.676,1891.7217,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,0,1,1,3.9431,104567.2058,362.395,1428.9525,0.0035
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,8,1,1,3.8917,105947.4777,353.251,1374.7505,0.0033
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,16,1,1,3.9341,104804.8259,341.605,1343.9219,0.0033
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,32,1,1,3.9498,104388.2706,332.134,1311.8758,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,64,1,1,3.8855,106117.627,328.779,1277.461,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,128,1,1,3.8911,105964.9053,328.866,1279.6406,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,256,1,1,3.9031,105638.8456,328.714,1282.997,0.0031
