batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,2500,2754.4138,374232.8562,601.0628,1655575.742,0.0016,2222.75,54.5357
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,2500,2702.1475,381471.4621,600.4519,1622509.4602,0.0016,2265.7778,58.3704
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1,2500,2769.1091,372246.8601,600.425,1662642.3044,0.0016,2197.0,62.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,1,2500,2776.118,371307.0411,600.31,1666531.3816,0.0016,2212.0,64.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,64,1,2500,2781.9435,370529.5126,600.1393,1669553.655,0.0016,2207.25,65.6786
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,128,1,2500,2790.7596,369358.9873,600.486,1675812.0878,0.0016,2197.0,68.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,256,1,2500,2798.6582,368316.5571,599.509,1677820.7759,0.0016,2197.0,70.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,512,1,2500,2806.409,367299.3357,600.131,1684213.0227,0.0016,2190.0,71.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,1024,1,2500,2820.8401,365420.2682,599.871,1692140.18,0.0016,2190.0,72.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,2048,1,2500,2830.7622,364139.4369,599.986,1698417.6852,0.0016,2190.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4096,1,2500,2847.4847,362000.9405,599.932,1708297.2102,0.0017,2190.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8192,1,2500,2867.8737,359427.3205,599.936,1720540.6617,0.0017,2197.0,76.0
