batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.1065,372625.5238,72.72,80.466,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,1,1.0953,376428.8746,72.72,79.653,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,0,1,4.3326,95165.4251,205.686,891.1619,0.0022
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8,0,1,4.3417,94965.7451,246.803,1071.5552,0.0026
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16,0,1,4.3416,94969.4642,405.023,1758.4369,0.0043
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32,0,1,4.3468,94856.2905,430.494,1871.2511,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,64,0,1,4.363,94504.0812,411.797,1796.6509,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,128,0,1,4.3532,94715.744,412.582,1796.0532,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,256,0,1,4.3294,95236.4231,415.172,1797.4469,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,512,0,1,4.3443,94909.5658,415.337,1804.3539,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,1024,0,1,4.3508,94767.3375,414.597,1803.8423,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,2048,0,1,4.3771,94198.8106,413.459,1809.7481,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,4096,0,1,4.3766,94209.3355,411.637,1801.5717,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8192,0,1,4.2807,96320.3442,411.359,1760.8975,0.0043
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16384,0,1,4.5066,91491.1116,409.629,1846.0476,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32768,0,1,4.6687,88315.0956,403.823,1885.3292,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,65536,0,1,4.8768,84546.4096,395.764,1930.0662,0.0047
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,131072,0,1,5.1438,80157.3887,385.265,1981.7419,0.0048
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,262144,0,1,5.1397,80222.5632,373.018,1917.1864,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,0,0,1,8.941,46115.4248,423.132,3783.2126,0.0092
16,256,mlp_up_proj,36,4096,4096,12288,wmma_simple,8,0,1,8.9378,46131.5691,497.452,4446.1494,0.0108
