batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,2500,2758.006,373745.4407,599.4582,1653309.2263,0.0016,2219.9643,57.9643
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,2500,2701.9395,381500.8307,599.9815,1621113.7444,0.0016,2266.2963,61.5185
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,2500,2773.5932,371645.0438,600.114,1664472.085,0.0016,2212.0,65.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32768,0,2500,2780.5806,370711.1162,599.651,1667377.9584,0.0016,2205.0,67.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,65536,0,2500,2788.5004,369658.2344,599.948,1672955.265,0.0016,2197.0,68.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,131072,0,2500,2795.3405,368753.6954,600.0537,1677354.429,0.0016,2190.0,70.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,262144,0,2500,2801.5508,367936.268,599.849,1680507.4543,0.0016,2190.0,72.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,524288,0,2500,2807.3174,367180.4857,601.201,1687762.0029,0.0016,2182.0,73.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,1048576,0,2500,2811.7644,366599.7577,599.643,1686054.8455,0.0016,2175.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,2097152,0,2500,2816.4098,365995.0887,600.096,1690116.2494,0.0016,2175.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4194304,0,2500,2821.5188,365332.3731,600.239,1693585.6098,0.0016,2175.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8388608,0,2500,2825.9877,364754.6451,599.9332,1695403.7835,0.0016,2167.0,76.5172
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16777216,0,2500,2829.7439,364270.472,599.756,1697155.8909,0.0016,2167.0,77.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,0,2500,2833.2673,363817.4772,599.936,1699779.0341,0.0016,2160.0,78.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,0,2500,2836.8643,363356.1679,599.67,1701182.4316,0.0017,2160.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,0,2500,2839.7661,362984.8755,599.848,1703428.027,0.0017,2160.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,0,2500,2841.9446,362706.6329,600.171,1705652.7229,0.0017,2160.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,0,2500,2845.4235,362263.1722,599.728,1706480.1574,0.0017,2152.0,80.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas,0,0,2500,2788.37,369675.5304,599.7881,1672431.0521,0.0016,2086.25,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas_bf16,0,0,2500,2717.4779,379319.4208,599.8406,1630053.6061,0.0016,2145.0,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,0,2500,2944.4393,350080.9644,600.003,1766672.4157,0.0017,2130.0,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32768,0,2500,2946.2255,349868.7209,600.044,1767864.9405,0.0017,2130.0,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,65536,0,2500,2948.0403,349653.3448,600.316,1769755.7601,0.0017,2130.0,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,131072,0,2500,2950.4554,349367.135,600.0602,1770450.95,0.0017,2128.4615,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,262144,0,2500,2952.1519,349166.3649,599.619,1770166.3762,0.0017,2130.0,81.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,524288,0,2500,2950.4415,349368.7767,599.964,1770158.7075,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,1048576,0,2500,2952.789,349091.0275,598.403,1766957.8044,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,2097152,0,2500,2952.6265,349110.2475,598.245,1766394.0112,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,4194304,0,2500,2952.7041,349101.0666,598.691,1767757.3709,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8388608,0,2500,2952.7066,349100.7739,598.652,1767643.6977,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16777216,0,2500,2952.7343,349097.491,599.27,1769485.1103,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,33554432,0,2500,2952.6224,349110.7254,598.05,1765815.8317,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,67108864,0,2500,2952.7239,349098.7247,598.66,1767677.6953,0.0017,2122.0,82.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,134217728,0,2500,2952.7917,349090.7154,598.392,1766926.9034,0.0017,2122.0,83.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,268435456,0,2500,2952.7703,349093.2416,599.299,1769592.2802,0.0017,2122.0,83.0
