batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,2500,2744.7578,375549.3954,599.1937,1644641.5529,0.0016,2230.1071,52.2143
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,2500,2691.6255,382962.6935,600.3296,1615862.3395,0.0016,2272.7037,56.4444
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,32768,2500,2873.0705,358777.1837,600.3919,1724968.2608,0.0017,2244.2759,59.2414
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,16384,2500,2877.3336,358245.6161,599.9324,1726205.7393,0.0017,2237.7143,63.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,8192,2500,2878.2748,358128.4654,600.356,1727989.5693,0.0017,2235.0,65.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,4096,2500,2883.7354,357450.3207,600.056,1730402.7418,0.0017,2235.0,67.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,2048,2500,2888.8891,356812.638,600.155,1733781.2552,0.0017,2227.0,68.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1024,2500,2895.4274,356006.9062,600.101,1737548.8788,0.0017,2220.0,70.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,256,2500,2902.8222,355099.992,599.181,1739315.9272,0.0017,2220.0,71.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,64,2500,2908.9636,354350.3052,600.192,1745936.7008,0.0017,2212.0,72.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,16,2500,2914.6521,353658.7322,600.4387,1750069.7943,0.0017,2205.0,73.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,4,2500,2917.6403,353296.5134,600.413,1751789.1751,0.0017,2205.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1,2500,2927.1288,352151.2767,600.849,1758762.4244,0.0017,2205.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,2500,2930.6135,351732.5441,600.191,1758927.8622,0.0017,2182.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,32768,2500,3246.1135,317546.5497,599.913,1947385.7055,0.0019,2302.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,16384,2500,3249.0146,317263.0139,600.148,1949889.5895,0.0019,2295.0,77.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,8192,2500,3261.6968,316029.4171,600.211,1957706.322,0.0019,2280.0,77.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,4096,2500,3256.4341,316540.158,599.6147,1952605.893,0.0019,2295.0,78.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,2048,2500,3262.0358,315996.5785,600.951,1960323.6748,0.0019,2280.0,78.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,1024,2500,3261.5567,316042.9974,600.0314,1957036.3053,0.0019,2287.0,78.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,256,2500,3263.5486,315850.1014,600.159,1958648.0546,0.0019,2287.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,64,2500,3265.3607,315674.8247,600.369,1960421.3087,0.0019,2287.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,16,2500,3267.4382,315474.1106,600.815,1963125.8647,0.0019,2287.0,79.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,4,2500,3268.8439,315338.4406,599.9719,1961214.4284,0.0019,2285.25,79.0938
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,1,2500,3350.1205,307688.0852,600.073,2010316.8377,0.002,2310.0,80.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,4,0,2500,2970.7007,346986.1959,599.674,1781451.9992,0.0017,2167.0,80.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,32768,2500,3272.8915,314948.4611,599.47,1962000.2861,0.0019,2280.0,80.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,16384,2500,3274.5776,314786.2978,600.754,1967215.5753,0.0019,2280.0,80.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,8192,2500,3274.5603,314787.9602,600.877,1967607.9574,0.0019,2280.0,80.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,4096,2500,3274.5029,314793.4791,601.24,1968762.1062,0.0019,2280.0,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,2048,2500,3276.2663,314624.0483,600.229,1966510.0156,0.0019,2280.0,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,1024,2500,3276.5962,314592.3635,600.479,1967527.2251,0.0019,2280.0,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,256,2500,3282.2955,314046.1122,600.2628,1970239.7423,0.0019,2276.15,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,64,2500,3300.0011,312361.1526,600.174,1980574.8674,0.0019,2257.0,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,16,2500,3279.1114,314351.0657,600.191,1968093.1269,0.0019,2280.0,81.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,4,2500,3279.4363,314319.9206,600.179,1968248.7871,0.0019,2272.0,81.0
