batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,1024,0,2578,3000.6336,354242.8031,599.6022,1799186.6147,0.0017,2130.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,2048,0,2575,2998.6211,354068.0521,600.0685,1799378.0379,0.0017,2129.3333
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,4096,0,2577,3002.7361,353857.4528,600.1268,1802022.2592,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8192,0,2570,2995.7467,353719.6078,599.7963,1796837.8581,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16384,0,2575,3003.1072,353539.1318,600.5117,1803400.9158,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32768,0,2571,2999.6182,353400.5214,599.9967,1799760.9423,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,65536,0,2572,3001.4239,353325.2874,600.4138,1802096.4341,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,131072,0,2570,2999.8172,353239.6306,599.4353,1798196.443,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,262144,0,2569,2999.8121,353102.7824,599.9219,1799653.0697,0.0017,2122.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,0,0,1373,2980.403,189944.464,598.9631,1785151.3669,0.0032,2309.2917
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,8,0,1381,2998.751,189882.2476,599.8818,1798896.0115,0.0032,2313.2083
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,16,0,1382,3002.877,189758.6581,599.9231,1801495.2011,0.0032,2310.875
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,32,0,1380,2998.4783,189762.0109,600.9263,1801864.431,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,64,0,1379,2997.4439,189689.9404,598.3097,1793399.7718,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,128,0,1380,2999.5193,189696.1504,598.1487,1794158.73,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,256,0,1378,2995.1185,189699.5488,598.994,1794058.0288,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,512,0,1380,3000.4782,189635.5299,599.7545,1799550.4084,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,1024,0,1380,3002.083,189534.1558,600.3477,1802293.5248,0.0032,2312.9167
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,2048,0,1375,2995.7701,189245.3898,600.6579,1799432.9107,0.0032,2310.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,4096,0,1372,2997.7799,188705.8907,600.1099,1798997.4664,0.0032,2312.625
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,8192,0,1365,2996.709,187810.1983,600.0533,1798184.9837,0.0032,2317.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,16384,0,1356,2978.4209,187717.4768,599.9722,1786969.9098,0.0032,2317.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,32768,0,1346,2999.2706,185037.8227,599.8643,1799155.2176,0.0032,2332.0
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,65536,0,1338,2981.5079,185033.8739,599.8747,1788531.0661,0.0032,2330.5417
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,131072,0,1271,2998.8025,174754.6641,584.1857,1751857.6498,0.0033,2346.4231
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,262144,0,953,2997.694,131080.078,487.5767,1461605.8651,0.0037,2374.4
