batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.1845,348106.8166,51.492,60.99,0.0001
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,1,1.1014,374368.6078,51.492,56.7115,0.0001
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,1,1,4.3965,93782.4012,112.301,493.7344,0.0012
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8,1,1,4.3357,95098.1727,171.078,741.7424,0.0018
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16,1,1,4.41,93496.183,387.117,1707.1806,0.0041
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32,1,1,4.4092,93513.5717,419.274,1848.6487,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,64,1,1,4.4016,93675.0377,434.86,1914.065,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,128,1,1,4.4193,93299.0067,419.605,1854.3629,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,256,1,1,4.4009,93689.2995,418.459,1841.5945,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,512,1,1,4.4127,93438.785,411.267,1814.7958,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,1024,1,1,4.4162,93364.4994,410.831,1814.3143,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,2048,1,1,4.3548,94680.4228,411.862,1793.5878,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,4096,1,1,4.3807,94120.6469,410.612,1798.7791,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,8192,1,1,4.4397,92870.3064,408.965,1815.6844,0.0044
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16384,1,1,4.5063,91498.1964,408.347,1840.1276,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32768,1,1,4.6937,87845.3019,402.822,1890.7135,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,65536,1,1,4.8744,84587.951,394.026,1920.6466,0.0047
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,131072,1,1,5.0857,81073.7359,384.927,1957.624,0.0047
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,262144,1,1,5.0902,81001.7434,374.904,1908.3446,0.0046
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,0,1,1,3.935,104781.2289,361.707,1423.3265,0.0035
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,8,1,1,3.9164,105280.4712,353.134,1383.002,0.0034
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,16,1,1,3.9047,105594.557,342.436,1337.1157,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,32,1,1,3.8973,105796.1394,334.886,1305.1435,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,64,1,1,3.9279,104970.3621,329.911,1295.8693,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,128,1,1,3.9186,105219.189,328.532,1287.4009,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,256,1,1,3.9249,105050.8345,328.675,1290.0254,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,512,1,1,3.9304,104904.9021,329.42,1294.7481,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,1024,1,1,3.913,105370.308,329.765,1290.3793,0.0031
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,2048,1,1,3.9442,104538.4144,329.441,1299.37,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,4096,1,1,3.977,103674.697,329.033,1308.5725,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,8192,1,1,4.0539,101708.8419,328.753,1332.7298,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,16384,1,1,4.0591,101578.2938,327.236,1328.285,0.0032
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,32768,1,1,4.5635,90351.947,322.265,1470.6412,0.0036
16,256,mlp_up_proj,36,4096,4096,12288,wmma_hiperf,65536,1,1,4.5983,89667.764,313.242,1440.3722,0.0035
