batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,50,54.1924,380419.4927,65.464,3547.6509,0.0002,1695.0,71.0
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,50,53.2101,387442.4216,108.535,5775.1562,0.0003,1695.0,65.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1024,50,57.4224,359020.7912,133.22,7649.8149,0.0004,2317.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,256,50,57.864,356280.9189,192.038,11112.089,0.0005,2317.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,64,50,58.115,354742.2561,215.309,12512.6806,0.0006,2235.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,16,50,58.1969,354243.0913,235.794,13722.4754,0.0007,2212.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,4,50,58.0978,354847.3948,254.071,14760.959,0.0007,2212.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1,50,58.1492,354533.3732,553.35,32176.877,0.0016,2212.0,74.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,50,58.2526,353904.5469,603.397,35149.4151,0.0017,2205.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,1024,50,58.1911,354278.3383,603.204,35101.0989,0.0017,2205.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,256,50,58.2134,354142.3195,597.25,34767.9776,0.0017,2205.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,64,50,58.2077,354177.0598,601.682,35022.544,0.0017,2205.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,16,50,58.2682,353809.8028,600.698,35001.5618,0.0017,2205.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,4,50,58.2126,354147.3688,600.222,34940.4898,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,1,50,58.262,353846.968,599.992,34956.7525,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,33554432,0,50,58.2422,353967.6262,600.047,34948.04,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,1024,50,58.4412,352762.3736,600.114,35071.3595,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,256,50,58.2028,354206.7618,599.813,34910.8261,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,64,50,58.2812,353730.4586,599.443,34936.2699,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,16,50,58.2457,353946.3624,599.516,34919.2111,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,4,50,58.2394,353984.2855,599.818,34933.0584,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,1,50,58.2843,353712.0751,599.955,34967.9272,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,67108864,0,50,58.291,353670.9947,600.118,34981.4903,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,1024,50,58.3025,353601.3554,600.266,34997.0085,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,256,50,58.299,353622.3412,599.745,34964.5578,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,64,50,58.2632,353839.8685,599.62,34935.78,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,16,50,58.2656,353825.4755,599.756,34945.1252,0.0017,2197.0,75.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,4,50,58.2705,353795.3579,600.121,34969.3687,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,1,50,58.3148,353526.6507,600.304,35006.6197,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,134217728,0,50,58.3338,353411.6305,600.2,35011.9462,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,1024,50,58.3159,353519.8068,600.2,35001.2326,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,256,50,58.3168,353514.4663,599.582,34965.7215,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,64,50,58.3031,353597.8435,599.851,34973.1603,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,16,50,58.292,353665.176,599.974,34973.6718,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,4,50,58.3136,353533.9321,600.47,35015.5788,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,1,50,58.3307,353430.3521,600.137,35006.4167,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,268435456,0,50,58.3018,353605.6677,600.232,34994.5994,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,1024,50,58.3624,353238.6862,600.145,35025.8779,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,256,50,58.3304,353432.3579,600.283,35014.7343,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,64,50,58.3642,353227.3079,600.535,35049.7683,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,16,50,58.325,353465.0135,600.62,35031.1549,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,4,50,58.3169,353514.0478,600.573,35023.555,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,1,50,58.3596,353255.0951,600.384,35038.1989,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,536870912,0,50,58.3552,353281.9733,600.556,35045.5703,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,1073741824,1024,50,58.3412,353366.5675,600.686,35044.7649,0.0017,2197.0,76.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,1073741824,256,50,58.3145,353528.4818,600.391,35011.5118,0.0017,2197.0,76.0
