batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,50,53.348,386440.5608,46.482,2479.7232,0.0001,1095.0,42.0
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,50,52.1729,395144.9136,85.142,4442.1022,0.0002,1095.0,40.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,50,53.5795,384770.7456,115.457,6186.134,0.0003,2265.0,47.0
16,256,mlp_up_proj,36,4096,4096,12288,ptx_sm80,0,0,50,93.7415,219922.1596,294.325,27590.4802,0.0013,2302.0,48.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas,0,0,50,52.8852,389822.6288,322.122,17035.4825,0.0008,2302.0,48.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas_bf16,0,0,50,51.9744,396653.4901,367.768,19114.5358,0.0009,2332.0,51.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,0,50,55.8133,369371.7174,513.013,28632.9326,0.0014,2332.0,51.0
16,256,mlp_down_proj,36,4096,12288,4096,ptx_sm80,0,0,50,98.2705,209786.7444,565.66,55587.6769,0.0027,2227.0,48.0
