batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.0984,375393.1889,81.766,89.8085,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,1,1.1009,374520.2661,81.766,90.0178,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,0,1,4.4099,93497.5615,156.964,692.1988,0.0017
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,1,1.0715,384803.0573,178.867,191.6562,0.0005
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,1,1,1.9879,207414.3249,201.123,399.8104,0.001
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,4,1,1.9892,207280.8584,389.851,775.4799,0.0019
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,16,1,1.9964,206526.0408,407.548,813.6452,0.002
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,64,1,1.9974,206431.9508,587.071,1172.5863,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,256,1,1.9993,206234.7387,588.016,1175.5969,0.0029
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,1024,1,2.013,204832.1402,583.665,1174.8885,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,1,1,1.9787,208379.7557,580.137,1147.9055,0.0028
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,4,1,2.0279,203324.0931,589.68,1195.8003,0.0029
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,16,1,2.0205,204065.7331,601.247,1214.8256,0.0029
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,64,1,2.0263,203485.6494,599.679,1215.1115,0.0029
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,256,1,2.0323,202882.7892,599.021,1217.385,0.003
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,1024,1,2.0255,203558.9833,599.116,1213.5334,0.0029
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,1,1,75.5044,5460.8327,138.255,10438.86,0.0253
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,4,1,18.8981,21817.8852,179.723,3396.4256,0.0082
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,16,1,4.7239,87283.3132,230.1,1086.9673,0.0026
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,64,1,2.3854,172850.1211,258.197,615.9034,0.0015
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,256,1,1.9949,206684.3386,302.45,603.3608,0.0015
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,1024,1,2.0259,203527.8329,391.936,794.0035,0.0019
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,131072,1,1,302.0006,1365.2851,120.8178,36487.0542,0.0885
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,131072,4,1,75.5032,5460.9203,130.9755,9889.067,0.024
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,131072,16,1,18.6857,22065.9381,172.181,3217.3175,0.0078
