batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,1,1.1912,346121.4743,70.739,84.2678,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,1,1.1057,372884.6819,70.739,78.2196,0.0002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,0,0,1,4.3592,94585.7679,186.971,815.0412,0.002
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,16,0,1,4.4099,93497.2863,245.377,1082.0964,0.0026
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,32768,0,1,4.8154,85625.0952,382.329,1841.0571,0.0045
16,256,mlp_up_proj,36,4096,4096,12288,wmma_opt,131072,0,1,5.0666,81378.8518,417.67,2116.181,0.0051
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,0,1,1.0693,385577.8052,417.67,446.6346,0.0011
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,0,1,1.0898,378328.5831,420.765,458.5657,0.0011
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32768,0,1,1.1036,373608.0764,436.376,481.588,0.0012
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,131072,0,1,1.1081,372093.881,436.376,483.5478,0.0012
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,0,0,1,2.0008,206072.1885,467.942,936.2757,0.0023
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,16,0,1,2.0013,206027.9131,480.054,960.7162,0.0023
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,32768,0,1,2.1803,189113.7943,495.516,1080.3527,0.0026
16,256,mlp_up_proj,36,4096,4096,12288,bf16_custom,131072,0,1,2.5246,163317.9981,531.192,1341.0611,0.0033
16,256,mlp_down_proj,36,4096,12288,4096,cublas,0,0,1,1.0627,387983.3271,531.192,564.5073,0.0014
16,256,mlp_down_proj,36,4096,12288,4096,cublas_bf16,0,0,1,1.0691,385667.6132,562.795,601.6836,0.0015
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,0,0,1,4.877,84542.3885,550.753,2686.046,0.0065
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,16,0,1,4.8714,84640.9641,473.261,2305.4261,0.0056
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,32768,0,1,4.8925,84275.3941,429.06,2099.1735,0.0051
16,256,mlp_down_proj,36,4096,12288,4096,wmma_opt,131072,0,1,5.094,80942.4157,374.625,1908.3221,0.0046
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,0,1,1.1037,373573.8909,374.625,413.477,0.001
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16,0,1,1.132,364241.0475,371.388,420.4071,0.001
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32768,0,1,1.1437,360524.3002,400.525,458.064,0.0011
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,131072,0,1,1.1408,361425.2922,400.525,456.9221,0.0011
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,0,0,1,2.1228,194230.998,442.978,940.3612,0.0023
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,16,0,1,2.1169,194769.5691,463.185,980.5381,0.0024
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,32768,0,1,2.2097,186593.4545,485.761,1073.3895,0.0026
16,256,mlp_down_proj,36,4096,12288,4096,bf16_custom,131072,0,1,2.5236,163383.3587,521.511,1316.0935,0.0032
