batch_size,seq_len,layer,count,M,K,N,kernel,sleep_ns,sleep_freq,num_iters,elapsed_ms,gflops,power_w,energy_mj,nj_per_flop,sm_clock_mhz,temp_c
16,256,mlp_up_proj,36,4096,4096,12288,cublas,0,0,50,53.4331,385825.3075,44.397,2372.2694,0.0001,667.0,44.0
16,256,mlp_up_proj,36,4096,4096,12288,cublas_bf16,0,0,50,52.2353,394672.49,88.786,4637.7649,0.0002,2272.0,41.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,1,50,56.1384,367232.5829,123.148,6913.3295,0.0003,2272.0,50.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,2,50,56.3799,365659.2975,152.3,8586.6623,0.0004,2295.0,50.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,0,4,50,56.7105,363527.712,200.442,11367.1686,0.0006,2295.0,51.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,1,50,56.5451,364590.8728,220.431,12464.3024,0.0006,2272.0,51.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,2,50,56.9733,361850.9233,423.311,24117.4267,0.0012,2272.0,52.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,8,4,50,56.9956,361709.2258,512.477,29208.9464,0.0014,2265.0,52.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,1,50,56.6274,364061.0554,566.967,32105.8858,0.0016,2265.0,52.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,2,50,56.6046,364207.8258,562.111,31818.0756,0.0015,2257.0,53.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,16,4,50,57.0187,361563.0035,607.981,34666.2704,0.0017,2257.0,53.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,1,50,57.0607,361296.9982,602.479,34377.8458,0.0017,2257.0,53.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,2,50,56.8111,362884.1117,600.72,34127.5598,0.0017,2257.0,53.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,32,4,50,56.6583,363862.6984,600.18,34005.1803,0.0016,2250.0,53.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,64,1,50,56.6771,363742.2031,600.187,34016.8418,0.0017,2250.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,64,2,50,57.0738,361213.6912,599.438,34212.2129,0.0017,2265.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,64,4,50,57.0966,361069.3236,599.777,34245.2479,0.0017,2265.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,128,1,50,57.0714,361228.8872,599.734,34227.6668,0.0017,2250.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,128,2,50,56.798,362968.0062,600.029,34080.4243,0.0017,2250.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,128,4,50,56.6993,363599.7192,599.419,33986.6269,0.0016,2250.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,256,1,50,56.7531,363254.7893,599.141,34003.1217,0.0016,2250.0,54.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,256,2,50,57.0864,361134.2872,599.466,34221.3337,0.0017,2257.0,55.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,256,4,50,57.1193,360926.2152,599.752,34257.3982,0.0017,2257.0,55.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,512,1,50,57.1869,360499.1837,599.68,34293.8606,0.0017,2250.0,55.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,512,2,50,57.2027,360399.7358,599.815,34311.0459,0.0017,2250.0,55.0
16,256,mlp_up_proj,36,4096,4096,12288,cutlass_sm80,512,4,50,56.7873,363036.1417,599.815,34061.8756,0.0017,2242.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas,0,0,50,53.7857,383296.202,599.774,32259.2464,0.0016,2242.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cublas_bf16,0,0,50,52.653,391541.3925,600.833,31635.6816,0.0015,2242.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,1,50,58.9214,349887.1414,599.816,35342.0033,0.0017,2227.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,2,50,58.6504,351504.1293,599.135,35139.4822,0.0017,2212.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,0,4,50,58.5523,352092.8077,599.274,35088.8699,0.0017,2212.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8,1,50,58.5482,352117.5307,598.835,35060.7035,0.0017,2250.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8,2,50,58.5419,352155.4239,598.716,35049.9644,0.0017,2250.0,55.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,8,4,50,58.5784,351935.8166,598.332,35049.3414,0.0017,2250.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16,1,50,58.5789,351932.9389,598.573,35063.7455,0.0017,2250.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16,2,50,58.5771,351943.9937,597.86,35020.8787,0.0017,2250.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,16,4,50,58.9139,349931.743,597.307,35189.6837,0.0017,2250.0,56.0
16,256,mlp_down_proj,36,4096,12288,4096,cutlass_sm80,32,1,50,58.9539,349694.3214,599.036,35315.5067,0.0017,2250.0,56.0
